hour,group1,group2,group3,group4,group5
2417,478371,119593,239186,179389,179389
2418,474928,118732,237464,178098,178098
2419,412131,103033,206066,154549,154549
2420,364435,91109,182218,136663,136663
2421,346289,86572,173144,129858,129858
2422,338584,84646,169292,126969,126969
2423,360029,90007,180014,135011,135011
2424,367284,91821,183642,137731,137731
2425,356403,89101,178201,133651,133651
2426,344130,86033,172065,129049,129049
2427,413341,103335,206671,155003,155003
2428,489776,122444,244888,183666,183666
2429,558035,139509,279017,209263,209263
2430,713928,178482,356964,267723,267723
2431,737942,184486,368971,276728,276728
2432,714264,178566,357132,267849,267849
2433,670550,167638,335275,251456,251456
2434,744169,186042,372084,279063,279063
2435,780970,195242,390485,292864,292864
2436,788746,197186,394373,295780,295780
2437,730685,182671,365342,274007,274007
2438,636168,159042,318084,238563,238563
2439,563096,140774,281548,211161,211161
2440,513141,128285,256570,192428,192428
2441,527822,131956,263911,197933,197933
2442,563678,140920,281839,211379,211379
2443,464449,116112,232224,174168,174168
2444,410348,102587,205174,153881,153881
2445,354934,88734,177467,133100,133100
2446,347545,86886,173772,130329,130329
2447,352730,88183,176365,132274,132274
2448,363142,90786,181571,136178,136178
2449,370382,92595,185191,138893,138893
2450,369574,92394,184787,138590,138590
2451,401328,100332,200664,150498,150498
2452,462011,115503,231006,173254,173254
2453,590866,147717,295433,221575,221575
2454,693187,173297,346594,259945,259945
2455,751599,187900,375799,281850,281850
2456,744584,186146,372292,279219,279219
2457,729897,182474,364948,273711,273711
2458,761184,190296,380592,285444,285444
2459,804375,201094,402187,301641,301641
2460,767751,191938,383876,287907,287907
2461,762487,190622,381243,285933,285933
2462,658618,164655,329309,246982,246982
2463,592796,148199,296398,222298,222298
2464,533347,133337,266674,200005,200005
2465,539050,134762,269525,202144,202144
2466,574219,143555,287109,215332,215332
2467,467765,116941,233883,175412,175412
2468,409712,102428,204856,153642,153642
2469,361322,90331,180661,135496,135496
2470,368821,92205,184410,138308,138308
2471,370176,92544,185088,138816,138816
2472,399603,99901,199802,149851,149851
2473,421197,105299,210599,157949,157949
2474,385260,96315,192630,144473,144473
2475,438132,109533,219066,164299,164299
2476,533264,133316,266632,199974,199974
2477,581990,145498,290995,218246,218246
2478,717892,179473,358946,269210,269210
2479,740362,185090,370181,277636,277636
2480,709689,177422,354845,266133,266133
2481,700703,175176,350352,262764,262764
2482,724454,181114,362227,271670,271670
2483,766373,191593,383187,287390,287390
2484,717719,179430,358860,269145,269145
2485,797873,199468,398936,299202,299202
2486,635554,158889,317777,238333,238333
2487,598497,149624,299249,224436,224436
2488,575342,143836,287671,215753,215753
2489,553134,138283,276567,207425,207425
2490,535071,133768,267536,200652,200652
2491,454586,113646,227293,170470,170470
2492,405994,101498,202997,152248,152248
2493,375364,93841,187682,140762,140762
2494,353376,88344,176688,132516,132516
2495,379796,94949,189898,142424,142424
2496,365407,91352,182703,137028,137028
2497,366036,91509,183018,137264,137264
2498,389764,97441,194882,146161,146161
2499,436494,109123,218247,163685,163685
2500,511031,127758,255516,191637,191637
2501,597519,149380,298759,224070,224070
2502,706671,176668,353336,265002,265002
2503,687098,171775,343549,257662,257662
2504,661997,165499,330999,248249,248249
2505,639866,159967,319933,239950,239950
2506,698878,174720,349439,262079,262079
2507,709176,177294,354588,265941,265941
2508,675452,168863,337726,253294,253294
2509,641014,160253,320507,240380,240380
2510,567044,141761,283522,212642,212642
2511,516758,129190,258379,193784,193784
2512,483920,120980,241960,181470,181470
2513,456630,114158,228315,171236,171236
2514,488584,122146,244292,183219,183219
2515,387272,96818,193636,145227,145227
2516,335494,83873,167747,125810,125810
2517,314659,78665,157330,117997,117997
2518,283131,70783,141565,106174,106174
2519,279852,69963,139926,104944,104944
2520,289522,72381,144761,108571,108571
2521,251396,62849,125698,94274,94274
2522,250727,62682,125364,94023,94023
2523,262348,65587,131174,98381,98381
2524,255106,63777,127553,95665,95665
2525,255832,63958,127916,95937,95937
2526,279300,69825,139650,104738,104738
2527,341883,85471,170941,128206,128206
2528,309226,77306,154613,115960,115960
2529,301272,75318,150636,112977,112977
2530,322704,80676,161352,121014,121014
2531,324139,81035,162069,121552,121552
2532,332467,83117,166234,124675,124675
2533,356139,89035,178069,133552,133552
2534,323220,80805,161610,121208,121208
2535,356988,89247,178494,133870,133870
2536,326335,81584,163167,122376,122376
2537,336096,84024,168048,126036,126036
2538,305355,76339,152677,114508,114508
2539,283044,70761,141522,106142,106142
2540,288761,72190,144381,108285,108285
2541,272333,68083,136166,102125,102125
2542,273970,68493,136985,102739,102739
2543,243988,60997,121994,91496,91496
2544,236847,59212,118423,88818,88818
2545,243992,60998,121996,91497,91497
2546,238898,59724,119449,89587,89587
2547,241484,60371,120742,90557,90557
2548,228990,57248,114495,85871,85871
2549,247622,61906,123811,92858,92858
2550,273940,68485,136970,102728,102728
2551,280303,70076,140152,105114,105114
2552,284243,71061,142122,106591,106591
2553,295143,73786,147571,110679,110679
2554,310089,77522,155045,116283,116283
2555,307327,76832,153664,115248,115248
2556,351468,87867,175734,131800,131800
2557,334145,83536,167073,125304,125304
2558,351305,87826,175652,131739,131739
2559,332675,83169,166337,124753,124753
2560,336025,84006,168012,126009,126009
2561,331794,82949,165897,124423,124423
2562,312197,78049,156099,117074,117074
2563,302308,75577,151154,113365,113365
2564,291259,72815,145630,109222,109222
2565,266883,66721,133441,100081,100081
2566,287302,71826,143651,107738,107738
2567,317782,79445,158891,119168,119168
2568,336960,84240,168480,126360,126360
2569,348103,87026,174052,130539,130539
2570,354264,88566,177132,132849,132849
2571,405996,101499,202998,152249,152249
2572,479174,119794,239587,179690,179690
2573,572054,143014,286027,214520,214520
2574,695179,173795,347589,260692,260692
2575,765438,191360,382719,287039,287039
2576,724464,181116,362232,271674,271674
2577,689589,172397,344794,258596,258596
2578,732256,183064,366128,274596,274596
2579,824602,206151,412301,309226,309226
2580,807322,201830,403661,302746,302746
2581,754022,188505,377011,282758,282758
2582,660178,165044,330089,247567,247567
2583,578057,144514,289029,216771,216771
2584,570413,142603,285206,213905,213905
2585,551852,137963,275926,206945,206945
2586,516326,129082,258163,193622,193622
2587,509242,127310,254621,190966,190966
2588,426038,106510,213019,159764,159764
2589,375581,93895,187790,140843,140843
2590,364090,91022,182045,136534,136534
2591,387501,96875,193750,145313,145313
2592,385964,96491,192982,144737,144737
2593,402019,100505,201010,150757,150757
2594,430307,107577,215153,161365,161365
2595,470938,117734,235469,176602,176602
2596,516845,129211,258422,193817,193817
2597,627350,156838,313675,235256,235256
2598,740788,185197,370394,277796,277796
2599,759462,189865,379731,284798,284798
2600,731452,182863,365726,274295,274295
2601,752841,188210,376421,282315,282315
2602,826330,206582,413165,309874,309874
2603,800150,200038,400075,300056,300056
2604,845597,211399,422798,317099,317099
2605,809309,202327,404654,303491,303491
2606,679571,169893,339785,254839,254839
2607,615491,153873,307745,230809,230809
2608,587180,146795,293590,220193,220193
2609,566789,141697,283394,212546,212546
2610,525018,131255,262509,196882,196882
2611,485306,121327,242653,181990,181990
2612,419938,104985,209969,157477,157477
2613,390013,97503,195007,146255,146255
2614,375759,93940,187879,140910,140910
2615,401238,100310,200619,150464,150464
2616,401146,100287,200573,150430,150430
2617,394500,98625,197250,147938,147938
2618,402083,100521,201041,150781,150781
2619,454330,113582,227165,170374,170374
2620,516470,129118,258235,193676,193676
2621,628992,157248,314496,235872,235872
2622,713232,178308,356616,267462,267462
2623,803496,200874,401748,301311,301311
2624,735407,183852,367703,275778,275778
2625,709085,177271,354542,265907,265907
2626,781860,195465,390930,293198,293198
2627,818202,204550,409101,306826,306826
2628,813973,203493,406987,305240,305240
2629,833328,208332,416664,312498,312498
2630,674800,168700,337400,253050,253050
2631,589228,147307,294614,220961,220961
2632,589675,147419,294838,221128,221128
2633,561616,140404,280808,210606,210606
2634,547972,136993,273986,205490,205490
2635,502389,125597,251195,188396,188396
2636,429924,107481,214962,161222,161222
2637,409204,102301,204602,153451,153451
2638,412467,103117,206234,154675,154675
2639,389251,97313,194626,145969,145969
2640,411436,102859,205718,154288,154288
2641,426122,106530,213061,159796,159796
2642,425951,106488,212976,159732,159732
2643,484164,121041,242082,181562,181562
2644,552009,138002,276004,207003,207003
2645,642696,160674,321348,241011,241011
2646,719219,179805,359610,269707,269707
2647,778378,194594,389189,291892,291892
2648,724378,181094,362189,271642,271642
2649,725501,181375,362750,272063,272063
2650,784944,196236,392472,294354,294354
2651,815347,203837,407673,305755,305755
2652,682083,170521,341041,255781,255781
2653,772675,193169,386338,289753,289753
2654,650583,162646,325292,243969,243969
2655,577523,144381,288762,216571,216571
2656,542615,135654,271307,203481,203481
2657,578707,144677,289354,217015,217015
2658,629251,157313,314626,235969,235969
2659,524707,131177,262354,196765,196765
2660,419461,104865,209730,157298,157298
2661,389488,97372,194744,146058,146058
2662,400033,100008,200016,150012,150012
2663,409938,102484,204969,153727,153727
2664,412821,103205,206411,154808,154808
2665,391390,97848,195695,146771,146771
2666,358130,89533,179065,134299,134299
2667,385447,96362,192723,144543,144543
2668,461117,115279,230558,172919,172919
2669,547910,136978,273955,205466,205466
2670,649917,162479,324959,243719,243719
2671,700963,175241,350482,262861,262861
2672,645971,161493,322986,242239,242239
2673,628408,157102,314204,235653,235653
2674,708518,177130,354259,265694,265694
2675,742219,185555,371110,278332,278332
2676,695428,173857,347714,260786,260786
2677,667793,166948,333896,250422,250422
2678,597638,149410,298819,224114,224114
2679,542840,135710,271420,203565,203565
2680,507304,126826,253652,190239,190239
2681,482026,120506,241013,180760,180760
2682,468838,117209,234419,175814,175814
2683,410135,102534,205067,153801,153801
2684,368323,92081,184162,138121,138121
2685,352914,88229,176457,132343,132343
2686,305422,76356,152711,114533,114533
2687,292537,73134,146269,109701,109701
2688,277160,69290,138580,103935,103935
2689,267235,66809,133618,100213,100213
2690,268814,67204,134407,100805,100805
2691,265160,66290,132580,99435,99435
2692,278559,69640,139279,104460,104460
2693,271974,67993,135987,101990,101990
2694,325069,81267,162534,121901,121901
2695,318389,79597,159195,119396,119396
2696,319855,79964,159927,119946,119946
2697,321255,80314,160627,120471,120471
2698,360979,90245,180490,135367,135367
2699,361780,90445,180890,135667,135667
2700,350177,87544,175089,131316,131316
2701,342054,85513,171027,128270,128270
2702,337910,84477,168955,126716,126716
2703,319853,79963,159926,119945,119945
2704,323158,80790,161579,121184,121184
2705,343773,85943,171886,128915,128915
2706,299810,74953,149905,112429,112429
2707,286898,71724,143449,107587,107587
2708,309573,77393,154786,116090,116090
2709,261695,65424,130847,98136,98136
2710,258424,64606,129212,96909,96909
2711,264120,66030,132060,99045,99045
2712,239829,59957,119914,89936,89936
2713,235360,58840,117680,88260,88260
2714,231131,57783,115565,86674,86674
2715,262207,65552,131103,98328,98328
2716,258854,64714,129427,97070,97070
2717,261262,65315,130631,97973,97973
2718,277538,69385,138769,104077,104077
2719,304408,76102,152204,114153,114153
2720,302659,75665,151330,113497,113497
2721,315870,78968,157935,118451,118451
2722,334731,83683,167366,125524,125524
2723,350116,87529,175058,131294,131294
2724,342573,85643,171287,128465,128465
2725,335324,83831,167662,125746,125746
2726,348272,87068,174136,130602,130602
2727,348636,87159,174318,130739,130739
2728,338515,84629,169258,126943,126943
2729,341992,85498,170996,128247,128247
2730,346386,86597,173193,129895,129895
2731,333781,83445,166890,125168,125168
2732,301072,75268,150536,112902,112902
2733,291491,72873,145745,109309,109309
2734,332494,83124,166247,124685,124685
2735,341744,85436,170872,128154,128154
2736,359384,89846,179692,134769,134769
2737,354998,88749,177499,133124,133124
2738,378192,94548,189096,141822,141822
2739,420077,105019,210038,157529,157529
2740,539132,134783,269566,202175,202175
2741,640658,160165,320329,240247,240247
2742,722996,180749,361498,271123,271123
2743,819086,204772,409543,307157,307157
2744,755114,188779,377557,283168,283168
2745,731026,182756,365513,274135,274135
2746,805069,201267,402535,301901,301901
2747,838260,209565,419130,314347,314347
2748,866780,216695,433390,325043,325043
2749,768874,192218,384437,288328,288328
2750,668477,167119,334238,250679,250679
2751,613872,153468,306936,230202,230202
2752,601263,150316,300631,225474,225474
2753,578370,144593,289185,216889,216889
2754,559458,139864,279729,209797,209797
2755,523124,130781,261562,196171,196171
2756,453378,113345,226689,170017,170017
2757,412220,103055,206110,154583,154583
2758,416369,104092,208184,156138,156138
2759,403979,100995,201990,151492,151492
2760,413978,103495,206989,155242,155242
2761,416488,104122,208244,156183,156183
2762,440492,110123,220246,165185,165185
2763,489638,122410,244819,183614,183614
2764,546386,136597,273193,204895,204895
2765,663466,165866,331733,248800,248800
2766,731462,182866,365731,274298,274298
2767,809011,202253,404505,303379,303379
2768,753655,188414,376827,282621,282621
2769,732348,183087,366174,274631,274631
2770,787023,196756,393512,295134,295134
2771,791193,197798,395597,296697,296697
2772,808605,202151,404303,303227,303227
2773,783228,195807,391614,293710,293710
2774,693010,173252,346505,259879,259879
2775,599857,149964,299928,224946,224946
2776,593809,148452,296905,222678,222678
2777,611708,152927,305854,229390,229390
2778,586820,146705,293410,220058,220058
2779,511638,127910,255819,191864,191864
2780,454104,113526,227052,170289,170289
2781,403347,100837,201674,151255,151255
2782,383639,95910,191820,143865,143865
2783,406941,101735,203471,152603,152603
2784,419904,104976,209952,157464,157464
2785,394302,98575,197151,147863,147863
2786,430920,107730,215460,161595,161595
2787,465440,116360,232720,174540,174540
2788,513738,128434,256869,192652,192652
2789,611300,152825,305650,229237,229237
2790,747634,186909,373817,280363,280363
2791,817441,204360,408720,306540,306540
2792,734593,183648,367296,275472,275472
2793,738410,184603,369205,276904,276904
2794,784809,196202,392405,294303,294303
2795,834943,208736,417472,313104,313104
2796,754674,188669,377337,283003,283003
2797,729088,182272,364544,273408,273408
2798,686189,171547,343094,257321,257321
2799,593173,148293,296586,222440,222440
2800,561164,140291,280582,210436,210436
2801,550109,137527,275055,206291,206291
2802,524099,131025,262049,196537,196537
2803,487584,121896,243792,182844,182844
2804,437952,109488,218976,164232,164232
2805,566000,141500,283000,212250,212250
2806,592868,148217,296434,222326,222326
2807,612510,153128,306255,229691,229691
2808,621954,155489,310977,233233,233233
2809,582191,145548,291095,218322,218322
2810,564278,141069,282139,211604,211604
2811,558922,139730,279461,209596,209596
2812,627010,156753,313505,235129,235129
2813,710732,177683,355366,266524,266524
2814,793578,198395,396789,297592,297592
2815,859939,214985,429970,322477,322477
2816,818255,204564,409127,306846,306846
2817,831346,207837,415673,311755,311755
2818,876697,219174,438348,328761,328761
2819,903682,225921,451841,338881,338881
2820,879413,219853,439707,329780,329780
2821,849231,212308,424616,318462,318462
2822,817864,204466,408932,306699,306699
2823,705705,176426,352853,264639,264639
2824,706315,176579,353158,264868,264868
2825,715034,178759,357517,268138,268138
2826,712627,178157,356314,267235,267235
2827,671246,167811,335623,251717,251717
2828,602396,150599,301198,225898,225898
2829,509843,127461,254922,191191,191191
2830,607209,151802,303605,227703,227703
2831,570979,142745,285490,214117,214117
2832,548731,137183,274365,205774,205774
2833,528641,132160,264320,198240,198240
2834,508637,127159,254319,190739,190739
2835,537037,134259,268519,201389,201389
2836,608162,152040,304081,228061,228061
2837,679142,169785,339571,254678,254678
2838,736134,184034,368067,276050,276050
2839,793732,198433,396866,297650,297650
2840,769225,192306,384612,288459,288459
2841,706207,176552,353104,264828,264828
2842,763841,190960,381921,286440,286440
2843,792358,198090,396179,297134,297134
2844,810166,202542,405083,303812,303812
2845,751003,187751,375502,281626,281626
2846,684862,171216,342431,256823,256823
2847,610979,152745,305489,229117,229117
2848,602124,150531,301062,225797,225797
2849,596480,149120,298240,223680,223680
2850,538071,134518,269036,201777,201777
2851,554740,138685,277370,208028,208028
2852,500299,125075,250149,187612,187612
2853,471910,117978,235955,176966,176966
2854,462113,115528,231056,173292,173292
2855,426949,106737,213474,160106,160106
2856,433987,108497,216994,162745,162745
2857,406151,101538,203075,152307,152307
2858,390054,97514,195027,146270,146270
2859,401895,100474,200947,150711,150711
2860,362965,90741,181483,136112,136112
2861,364692,91173,182346,136759,136759
2862,379914,94979,189957,142468,142468
2863,393759,98440,196880,147660,147660
2864,353819,88455,176910,132682,132682
2865,362964,90741,181482,136112,136112
2866,374798,93699,187399,140549,140549
2867,404610,101153,202305,151729,151729
2868,432977,108244,216489,162366,162366
2869,446173,111543,223086,167315,167315
2870,429544,107386,214772,161079,161079
2871,453789,113447,226895,170171,170171
2872,438806,109701,219403,164552,164552
2873,436922,109231,218461,163846,163846
2874,453130,113283,226565,169924,169924
2875,412776,103194,206388,154791,154791
2876,456762,114190,228381,171286,171286
2877,436838,109210,218419,163814,163814
2878,528834,132209,264417,198313,198313
2879,515016,128754,257508,193131,193131
2880,463968,115992,231984,173988,173988
2881,439376,109844,219688,164766,164766
2882,412947,103237,206473,154855,154855
2883,385066,96267,192533,144400,144400
2884,358008,89502,179004,134253,134253
2885,354326,88582,177163,132872,132872
2886,337720,84430,168860,126645,126645
2887,365701,91425,182851,137138,137138
2888,392645,98161,196322,147242,147242
2889,401668,100417,200834,150625,150625
2890,448799,112200,224400,168300,168300
2891,459976,114994,229988,172491,172491
2892,476269,119067,238135,178601,178601
2893,478164,119541,239082,179312,179312
2894,504317,126079,252158,189119,189119
2895,519426,129856,259713,194785,194785
2896,516479,129120,258239,193680,193680
2897,515395,128849,257697,193273,193273
2898,539422,134856,269711,202283,202283
2899,507688,126922,253844,190383,190383
2900,458793,114698,229396,172047,172047
2901,428182,107046,214091,160568,160568
2902,477792,119448,238896,179172,179172
2903,470488,117622,235244,176433,176433
2904,512271,128068,256136,192102,192102
2905,508044,127011,254022,190517,190517
2906,540696,135174,270348,202761,202761
2907,512611,128153,256306,192229,192229
2908,590334,147583,295167,221375,221375
2909,649863,162466,324932,243699,243699
2910,762143,190536,381072,285804,285804
2911,812298,203075,406149,304612,304612
2912,783826,195957,391913,293935,293935
2913,811031,202758,405516,304137,304137
2914,808291,202073,404146,303109,303109
2915,882829,220707,441415,331061,331061
2916,872883,218221,436441,327331,327331
2917,866765,216691,433382,325037,325037
2918,775384,193846,387692,290769,290769
2919,720597,180149,360299,270224,270224
2920,691944,172986,345972,259479,259479
2921,713951,178488,356975,267732,267732
2922,681269,170317,340635,255476,255476
2923,633274,158319,316637,237478,237478
2924,587260,146815,293630,220223,220223
2925,545270,136318,272635,204476,204476
2926,567971,141993,283985,212989,212989
2927,528595,132149,264298,198223,198223
2928,545728,136432,272864,204648,204648
2929,557918,139480,278959,209219,209219
2930,550105,137526,275052,206289,206289
2931,561052,140263,280526,210395,210395
2932,616455,154114,308227,231171,231171
2933,741399,185350,370700,278025,278025
2934,875876,218969,437938,328454,328454
2935,876857,219214,438428,328821,328821
2936,887251,221813,443625,332719,332719
2937,918173,229543,459086,344315,344315
2938,886215,221554,443107,332331,332331
2939,987058,246765,493529,370147,370147
2940,512448,128112,256224,192168,192168
2941,919389,229847,459694,344771,344771
2942,808678,202169,404339,303254,303254
2943,744595,186149,372298,279223,279223
2944,778026,194507,389013,291760,291760
2945,704432,176108,352216,264162,264162
2946,695261,173815,347630,260723,260723
2947,634163,158541,317082,237811,237811
2948,586397,146599,293198,219899,219899
2949,576802,144201,288401,216301,216301
2950,577420,144355,288710,216533,216533
2951,576979,144245,288490,216367,216367
2952,576990,144247,288495,216371,216371
2953,541382,135346,270691,203018,203018
2954,571882,142970,285941,214456,214456
2955,615634,153908,307817,230863,230863
2956,633874,158468,316937,237703,237703
2957,772330,193082,386165,289624,289624
2958,861622,215406,430811,323108,323108
2959,881890,220473,440945,330709,330709
2960,838858,209714,419429,314572,314572
2961,837392,209348,418696,314022,314022
2962,877509,219377,438755,329066,329066
2963,895754,223939,447877,335908,335908
2964,938650,234662,469325,351994,351994
2965,922061,230515,461030,345773,345773
2966,847670,211918,423835,317876,317876
2967,782778,195695,391389,293542,293542
2968,724116,181029,362058,271544,271544
2969,716942,179236,358471,268853,268853
2970,744059,186015,372029,279022,279022
2971,710566,177641,355283,266462,266462
2972,647350,161838,323675,242756,242756
2973,622638,155660,311319,233489,233489
2974,635126,158782,317563,238172,238172
2975,626889,156722,313444,235083,235083
2976,612956,153239,306478,229859,229859
2977,644456,161114,322228,241671,241671
2978,588327,147082,294163,220623,220623
2979,631152,157788,315576,236682,236682
2980,679730,169933,339865,254899,254899
2981,745289,186322,372645,279483,279483
2982,893103,223276,446552,334914,334914
2983,898233,224558,449117,336837,336837
2984,886445,221611,443223,332417,332417
2985,855741,213935,427871,320903,320903
2986,949170,237293,474585,355939,355939
2987,951060,237765,475530,356648,356648
2988,941235,235309,470617,352963,352963
2989,902916,225729,451458,338594,338594
2990,715439,178860,357720,268290,268290
2991,752842,188210,376421,282316,282316
2992,707098,176774,353549,265162,265162
2993,695051,173763,347526,260644,260644
2994,689762,172441,344881,258661,258661
2995,652596,163149,326298,244723,244723
2996,576720,144180,288360,216270,216270
2997,558574,139644,279287,209465,209465
2998,609253,152313,304627,228470,228470
2999,563803,140951,281902,211426,211426
3000,562615,140654,281307,210981,210981
3001,542908,135727,271454,203591,203591
3002,551635,137909,275818,206863,206863
3003,596195,149049,298098,223573,223573
3004,662340,165585,331170,248378,248378
3005,762826,190706,381413,286060,286060
3006,811284,202821,405642,304232,304232
3007,826173,206543,413086,309815,309815
3008,834470,208617,417235,312926,312926
3009,836785,209196,418392,313794,313794
3010,865896,216474,432948,324711,324711
3011,955794,238948,477897,358423,358423
3012,1016869,254217,508435,381326,381326
3013,937958,234490,468979,351734,351734
3014,841514,210378,420757,315568,315568
3015,825268,206317,412634,309476,309476
3016,801040,200260,400520,300390,300390
3017,759978,189994,379989,284992,284992
3018,767311,191828,383655,287742,287742
3019,716066,179017,358033,268525,268525
3020,681284,170321,340642,255482,255482
3021,661059,165265,330530,247897,247897
3022,665916,166479,332958,249718,249718
3023,618844,154711,309422,232066,232066
3024,606528,151632,303264,227448,227448
3025,568536,142134,284268,213201,213201
3026,530954,132738,265477,199108,199108
3027,482180,120545,241090,180817,180817
3028,423906,105977,211953,158965,158965
3029,441264,110316,220632,165474,165474
3030,449273,112318,224636,168477,168477
3031,450628,112657,225314,168985,168985
3032,435953,108988,217977,163482,163482
3033,463632,115908,231816,173862,173862
3034,488271,122068,244135,183102,183102
3035,511120,127780,255560,191670,191670
3036,538960,134740,269480,202110,202110
3037,511434,127858,255717,191788,191788
3038,590527,147632,295264,221448,221448
3039,582532,145633,291266,218450,218450
3040,604008,151002,302004,226503,226503
3041,597202,149301,298601,223951,223951
3042,579076,144769,289538,217154,217154
3043,559845,139961,279922,209942,209942
3044,539902,134976,269951,202463,202463
3045,543913,135978,271956,203967,203967
3046,554678,138670,277339,208004,208004
3047,577109,144277,288555,216416,216416
3048,570278,142569,285139,213854,213854
3049,507626,126907,253813,190360,190360
3050,464395,116099,232197,174148,174148
3051,448832,112208,224416,168312,168312
3052,406253,101563,203126,152345,152345
3053,404631,101158,202315,151737,151737
3054,400894,100224,200447,150335,150335
3055,393628,98407,196814,147610,147610
3056,418716,104679,209358,157018,157018
3057,438962,109740,219481,164611,164611
3058,475257,118814,237629,178221,178221
3059,494972,123743,247486,185615,185615
3060,541366,135341,270683,203012,203012
3061,523508,130877,261754,196316,196316
3062,560640,140160,280320,210240,210240
3063,610713,152678,305356,229017,229017
3064,620614,155153,310307,232730,232730
3065,611962,152991,305981,229486,229486
3066,620700,155175,310350,232762,232762
3067,616982,154246,308491,231368,231368
3068,590573,147643,295286,221465,221465
3069,568563,142141,284282,213211,213211
3070,571056,142764,285528,214146,214146
3071,597291,149323,298646,223984,223984
3072,604962,151241,302481,226861,226861
3073,604691,151173,302346,226759,226759
3074,576440,144110,288220,216165,216165
3075,575936,143984,287968,215976,215976
3076,599878,149969,299939,224954,224954
3077,733347,183337,366673,275005,275005
3078,868997,217249,434498,325874,325874
3079,876728,219182,438364,328773,328773
3080,868168,217042,434084,325563,325563
3081,901964,225491,450982,338236,338236
3082,940985,235246,470492,352869,352869
3083,1002921,250730,501460,376095,376095
3084,965602,241401,482801,362101,362101
3085,825815,206454,412907,309681,309681
3086,815225,203806,407612,305709,305709
3087,778813,194703,389406,292055,292055
3088,768956,192239,384478,288359,288359
3089,772336,193084,386168,289626,289626
3090,711406,177852,355703,266777,266777
3091,685788,171447,342894,257171,257171
3092,619605,154901,309802,232352,232352
3093,648650,162162,324325,243244,243244
3094,628657,157164,314329,235746,235746
3095,617102,154276,308551,231413,231413
3096,585957,146489,292978,219734,219734
3097,620910,155228,310455,232841,232841
3098,632245,158061,316122,237092,237092
3099,632553,158138,316276,237207,237207
3100,779341,194835,389670,292253,292253
3101,841710,210428,420855,315641,315641
3102,870235,217559,435117,326338,326338
3103,844436,211109,422218,316663,316663
3104,826400,206600,413200,309900,309900
3105,889751,222438,444875,333657,333657
3106,917482,229371,458741,344056,344056
3107,875015,218754,437508,328131,328131
3108,914774,228694,457387,343040,343040
3109,749536,187384,374768,281076,281076
3110,715839,178960,357919,268440,268440
3111,690418,172605,345209,258907,258907
3112,699905,174976,349953,262464,262464
3113,669063,167266,334532,250899,250899
3114,667812,166953,333906,250430,250430
3115,609217,152304,304608,228456,228456
3116,565693,141423,282846,212135,212135
3117,570308,142577,285154,213866,213866
3118,542514,135628,271257,203443,203443
3119,563910,140978,281955,211466,211466
3120,560144,140036,280072,210054,210054
3121,559782,139946,279891,209918,209918
3122,557377,139344,278688,209016,209016
3123,627550,156888,313775,235331,235331
3124,724674,181168,362337,271753,271753
3125,863022,215756,431511,323633,323633
3126,871417,217854,435708,326781,326781
3127,839756,209939,419878,314909,314909
3128,810864,202716,405432,304074,304074
3129,863574,215893,431787,323840,323840
3130,923888,230972,461944,346458,346458
3131,927647,231912,463823,347868,347868
3132,865246,216311,432623,324467,324467
3133,773868,193467,386934,290201,290201
3134,737306,184327,368653,276490,276490
3135,713864,178466,356932,267699,267699
3136,681868,170467,340934,255701,255701
3137,667193,166798,333597,250197,250197
3138,625071,156268,312535,234402,234402
3139,577412,144353,288706,216530,216530
3140,548680,137170,274340,205755,205755
3141,514034,128509,257017,192763,192763
3142,495701,123925,247851,185888,185888
3143,510639,127660,255320,191490,191490
3144,479343,119836,239671,179754,179754
3145,517452,129363,258726,194044,194044
3146,498728,124682,249364,187023,187023
3147,560902,140226,280451,210338,210338
3148,660505,165126,330253,247689,247689
3149,797265,199316,398633,298974,298974
3150,860874,215218,430437,322828,322828
3151,863813,215953,431906,323930,323930
3152,819634,204909,409817,307363,307363
3153,829034,207258,414517,310888,310888
3154,866096,216524,433048,324786,324786
3155,919461,229865,459730,344798,344798
3156,828113,207028,414057,310542,310542
3157,834425,208606,417213,312909,312909
3158,611844,152961,305922,229442,229442
3159,631123,157781,315561,236671,236671
3160,609664,152416,304832,228624,228624
3161,590122,147531,295061,221296,221296
3162,544942,136235,272471,204353,204353
3163,485921,121480,242960,182220,182220
3164,498124,124531,249062,186797,186797
3165,460684,115171,230342,172757,172757
3166,403382,100845,201691,151268,151268
3167,414860,103715,207430,155573,155573
3168,396902,99225,198451,148838,148838
3169,402401,100600,201201,150900,150900
3170,443266,110817,221633,166225,166225
3171,487555,121889,243778,182833,182833
3172,562658,140665,281329,210997,210997
3173,685491,171373,342745,257059,257059
3174,761290,190322,380645,285484,285484
3175,762087,190522,381043,285783,285783
3176,750785,187696,375393,281544,281544
3177,850264,212566,425132,318849,318849
3178,846925,211731,423462,317597,317597
3179,818171,204543,409085,306814,306814
3180,874834,218709,437417,328063,328063
3181,750052,187513,375026,281269,281269
3182,612916,153229,306458,229844,229844
3183,736551,184138,368275,276207,276207
3184,727308,181827,363654,272741,272741
3185,707650,176912,353825,265369,265369
3186,536774,134194,268387,201290,201290
3187,508592,127148,254296,190722,190722
3188,508557,127139,254278,190709,190709
3189,482292,120573,241146,180859,180859
3190,441880,110470,220940,165705,165705
3191,438570,109643,219285,164464,164464
3192,409252,102313,204626,153470,153470
