hour,group1,group2,group3,group4,group5
821,402401,100600,201201,150900,150900
822,443266,110817,221633,166225,166225
823,487555,121889,243778,182833,182833
824,562658,140665,281329,210997,210997
825,685491,171373,342745,257059,257059
826,761290,190322,380645,285484,285484
827,762087,190522,381043,285783,285783
828,750785,187696,375393,281544,281544
829,850264,212566,425132,318849,318849
830,846925,211731,423462,317597,317597
831,818171,204543,409085,306814,306814
832,874834,218709,437417,328063,328063
833,750052,187513,375026,281269,281269
834,612916,153229,306458,229844,229844
835,736551,184138,368275,276207,276207
836,727308,181827,363654,272741,272741
837,707650,176912,353825,265369,265369
838,536774,134194,268387,201290,201290
839,508592,127148,254296,190722,190722
840,508557,127139,254278,190709,190709
841,482292,120573,241146,180859,180859
842,441880,110470,220940,165705,165705
843,438570,109643,219285,164464,164464
844,409252,102313,204626,153470,153470
845,375852,93963,187926,140944,140944
846,358399,89600,179199,134400,134400
847,353942,88485,176971,132728,132728
848,340790,85197,170395,127796,127796
849,343269,85817,171634,128726,128726
850,391202,97801,195601,146701,146701
851,409361,102340,204681,153510,153510
852,452608,113152,226304,169728,169728
853,469608,117402,234804,176103,176103
854,520436,130109,260218,195163,195163
855,542853,135713,271426,203570,203570
856,562486,140622,281243,210932,210932
857,585497,146374,292749,219561,219561
858,618193,154548,309097,231822,231822
859,634716,158679,317358,238019,238019
860,661077,165269,330539,247904,247904
861,663432,165858,331716,248787,248787
862,657498,164375,328749,246562,246562
863,618639,154660,309319,231990,231990
864,647230,161807,323615,242711,242711
865,667523,166881,333762,250321,250321
866,204196,51049,102098,76573,76573
867,197683,49421,98842,74131,74131
868,178847,44712,89424,67068,67068
869,193361,48340,96681,72510,72510
870,187846,46962,93923,70442,70442
871,228097,57024,114048,85536,85536
872,208053,52013,104027,78020,78020
873,223763,55941,111881,83911,83911
874,262716,65679,131358,98518,98518
875,254630,63658,127315,95486,95486
876,271136,67784,135568,101676,101676
877,310952,77738,155476,116607,116607
878,303107,75777,151553,113665,113665
879,291790,72948,145895,109421,109421
880,296760,74190,148380,111285,111285
881,294850,73712,147425,110569,110569
882,317683,79421,158842,119131,119131
883,299582,74895,149791,112343,112343
884,312419,78105,156209,117157,117157
885,292583,73146,146291,109719,109719
886,298242,74561,149121,111841,111841
887,266173,66543,133087,99815,99815
888,243216,60804,121608,91206,91206
889,256507,64127,128253,96190,96190
890,273699,68425,136850,102637,102637
891,271224,67806,135612,101709,101709
892,317240,79310,158620,118965,118965
893,320528,80132,160264,120198,120198
894,367140,91785,183570,137678,137678
895,450728,112682,225364,169023,169023
896,569766,142442,284883,213662,213662
897,696406,174101,348203,261152,261152
898,700920,175230,350460,262845,262845
899,701954,175488,350977,263233,263233
900,660324,165081,330162,247622,247622
901,783620,195905,391810,293857,293857
902,774610,193653,387305,290479,290479
903,751193,187798,375596,281697,281697
904,738519,184630,369259,276945,276945
905,647641,161910,323820,242865,242865
906,592231,148058,296115,222087,222087
907,588880,147220,294440,220830,220830
908,543978,135995,271989,203992,203992
909,511502,127876,255751,191813,191813
910,463075,115769,231538,173653,173653
911,399840,99960,199920,149940,149940
912,336860,84215,168430,126322,126322
913,355892,88973,177946,133460,133460
914,349930,87483,174965,131224,131224
915,340022,85006,170011,127508,127508
916,374068,93517,187034,140275,140275
917,381456,95364,190728,143046,143046
918,432748,108187,216374,162281,162281
919,500784,125196,250392,187794,187794
920,641488,160372,320744,240558,240558
921,771632,192908,385816,289362,289362
922,812553,203138,406277,304707,304707
923,763289,190822,381644,286233,286233
924,759667,189917,379833,284875,284875
925,746086,186521,373043,279782,279782
926,792764,198191,396382,297287,297287
927,859881,214970,429941,322455,322455
928,739394,184849,369697,277273,277273
929,691671,172918,345835,259377,259377
930,640475,160119,320237,240178,240178
931,587127,146782,293564,220173,220173
932,563064,140766,281532,211149,211149
933,556194,139048,278097,208573,208573
934,513544,128386,256772,192579,192579
935,443845,110961,221922,166442,166442
936,396772,99193,198386,148789,148789
937,397106,99277,198553,148915,148915
938,376627,94157,188314,141235,141235
939,370954,92739,185477,139108,139108
940,373348,93337,186674,140006,140006
941,409703,102426,204851,153639,153639
942,450772,112693,225386,169040,169040
943,516141,129035,258070,193553,193553
944,652688,163172,326344,244758,244758
945,769956,192489,384978,288733,288733
946,785800,196450,392900,294675,294675
947,753692,188423,376846,282635,282635
948,756870,189217,378435,283826,283826
949,819094,204774,409547,307160,307160
950,890833,222708,445417,334062,334062
951,899650,224913,449825,337369,337369
952,872778,218195,436389,327292,327292
953,713491,178373,356746,267559,267559
954,593513,148378,296756,222567,222567
955,613180,153295,306590,229943,229943
956,624223,156056,312112,234084,234084
957,552430,138107,276215,207161,207161
958,479576,119894,239788,179841,179841
959,474214,118554,237107,177830,177830
960,395621,98905,197810,148358,148358
961,422066,105516,211033,158275,158275
962,437314,109328,218657,163993,163993
963,412304,103076,206152,154614,154614
964,415410,103852,207705,155779,155779
965,446085,111521,223043,167282,167282
966,506320,126580,253160,189870,189870
967,565724,141431,282862,212147,212147
968,683776,170944,341888,256416,256416
969,797437,199359,398718,299039,299039
970,801150,200288,400575,300431,300431
971,768138,192035,384069,288052,288052
972,824162,206041,412081,309061,309061
973,821146,205286,410573,307930,307930
974,765476,191369,382738,287053,287053
975,863255,215814,431628,323721,323721
976,803384,200846,401692,301269,301269
977,674174,168543,337087,252815,252815
978,603149,150787,301574,226181,226181
979,613094,153274,306547,229910,229910
980,617279,154320,308640,231480,231480
981,573233,143308,286616,214962,214962
982,511486,127871,255743,191807,191807
983,504808,126202,252404,189303,189303
984,416255,104064,208127,156096,156096
985,416908,104227,208454,156341,156341
986,406598,101650,203299,152474,152474
987,411541,102885,205771,154328,154328
988,401874,100468,200937,150703,150703
989,423371,105843,211686,158764,158764
990,477534,119384,238767,179075,179075
991,561058,140265,280529,210397,210397
992,641562,160390,320781,240586,240586
993,765380,191345,382690,287017,287017
994,788008,197002,394004,295503,295503
995,735909,183977,367955,275966,275966
996,764986,191246,382493,286870,286870
997,755937,188984,377969,283476,283476
998,803458,200864,401729,301297,301297
999,824684,206171,412342,309257,309257
1000,718753,179688,359377,269532,269532
1001,657716,164429,328858,246644,246644
1002,561692,140423,280846,210634,210634
1003,574799,143700,287400,215550,215550
1004,534905,133726,267453,200589,200589
1005,539291,134823,269645,202234,202234
1006,465643,116411,232821,174616,174616
1007,384106,96027,192053,144040,144040
1008,361951,90488,180975,135732,135732
1009,331771,82943,165885,124414,124414
1010,355973,88993,177986,133490,133490
1011,321667,80417,160834,120625,120625
1012,308100,77025,154050,115538,115538
1013,338286,84572,169143,126857,126857
1014,297211,74303,148606,111454,111454
1015,311318,77830,155659,116744,116744
1016,347652,86913,173826,130370,130370
1017,351965,87991,175983,131987,131987
1018,355998,89000,177999,133499,133499
1019,371026,92757,185513,139135,139135
1020,368066,92016,184033,138025,138025
1021,358667,89667,179333,134500,134500
1022,356568,89142,178284,133713,133713
1023,379955,94989,189978,142483,142483
1024,409486,102372,204743,153557,153557
1025,408057,102014,204029,153021,153021
1026,362206,90551,181103,135827,135827
1027,352548,88137,176274,132206,132206
1028,336514,84128,168257,126193,126193
1029,363227,90807,181613,136210,136210
1030,322041,80510,161020,120765,120765
1031,321652,80413,160826,120620,120620
1032,283374,70844,141687,106265,106265
1033,278892,69723,139446,104585,104585
1034,294824,73706,147412,110559,110559
1035,284358,71089,142179,106634,106634
1036,271605,67901,135802,101852,101852
1037,277176,69294,138588,103941,103941
1038,273560,68390,136780,102585,102585
1039,289526,72382,144763,108572,108572
1040,301554,75388,150777,113083,113083
1041,332160,83040,166080,124560,124560
1042,324743,81186,162372,121779,121779
1043,359657,89914,179828,134871,134871
1044,332189,83047,166095,124571,124571
1045,373630,93408,186815,140111,140111
1046,315895,78974,157947,118461,118461
1047,271037,67759,135518,101639,101639
1048,302915,75729,151457,113593,113593
1049,292995,73249,146497,109873,109873
1050,328059,82015,164030,123022,123022
1051,278192,69548,139096,104322,104322
1052,276995,69249,138498,103873,103873
1053,286659,71665,143329,107497,107497
1054,304443,76111,152222,114166,114166
1055,284515,71129,142258,106693,106693
1056,255586,63896,127793,95845,95845
1057,289958,72490,144979,108734,108734
1058,311129,77782,155565,116673,116673
1059,350188,87547,175094,131320,131320
1060,302230,75558,151115,113336,113336
1061,352944,88236,176472,132354,132354
1062,394722,98680,197361,148021,148021
1063,538259,134565,269130,201847,201847
1064,621802,155451,310901,233176,233176
1065,759664,189916,379832,284874,284874
1066,781556,195389,390778,293083,293083
1067,797098,199274,398549,298912,298912
1068,763036,190759,381518,286139,286139
1069,845547,211387,422773,317080,317080
1070,880378,220094,440189,330142,330142
1071,826674,206668,413337,310003,310003
1072,741732,185433,370866,278150,278150
1073,725500,181375,362750,272062,272062
1074,628618,157155,314309,235732,235732
1075,624062,156015,312031,234023,234023
1076,627924,156981,313962,235472,235472
1077,581611,145403,290805,218104,218104
1078,527714,131929,263857,197893,197893
1079,449282,112321,224641,168481,168481
1080,434559,108640,217279,162960,162960
1081,417861,104465,208931,156698,156698
1082,434663,108666,217331,162999,162999
1083,448068,112017,224034,168026,168026
1084,457014,114253,228507,171380,171380
1085,468715,117179,234357,175768,175768
1086,515334,128834,257667,193250,193250
1087,579884,144971,289942,217457,217457
1088,687917,171979,343958,257969,257969
1089,805898,201475,402949,302212,302212
1090,850124,212531,425062,318797,318797
1091,794404,198601,397202,297902,297902
1092,786948,196737,393474,295106,295106
1093,833091,208273,416545,312409,312409
1094,858702,214676,429351,322013,322013
1095,865469,216367,432734,324551,324551
1096,840535,210134,420267,315201,315201
1097,749774,187443,374887,281165,281165
1098,666731,166683,333365,250024,250024
1099,660079,165020,330040,247530,247530
1100,667445,166861,333722,250292,250292
1101,586486,146621,293243,219932,219932
1102,535593,133898,267797,200847,200847
1103,443366,110841,221683,166262,166262
1104,415498,103874,207749,155812,155812
1105,416709,104177,208354,156266,156266
1106,457812,114453,228906,171680,171680
1107,415103,103776,207552,155664,155664
1108,424480,106120,212240,159180,159180
1109,458055,114514,229027,171771,171771
1110,482592,120648,241296,180972,180972
1111,593559,148390,296779,222585,222585
1112,698855,174714,349427,262071,262071
1113,733171,183293,366585,274939,274939
1114,881734,220433,440867,330650,330650
1115,803784,200946,401892,301419,301419
1116,843482,210871,421741,316306,316306
1117,835476,208869,417738,313304,313304
1118,912914,228229,456457,342343,342343
1119,922717,230679,461358,346019,346019
1120,830680,207670,415340,311505,311505
1121,760250,190063,380125,285094,285094
1122,687275,171819,343638,257728,257728
1123,697032,174258,348516,261387,261387
1124,645988,161497,322994,242246,242246
1125,601742,150435,300871,225653,225653
1126,535195,133799,267598,200698,200698
1127,629263,157316,314631,235974,235974
1128,401832,100458,200916,150687,150687
1129,414826,103706,207413,155560,155560
1130,452481,113120,226241,169680,169680
1131,454331,113583,227165,170374,170374
1132,405905,101476,202953,152214,152214
1133,447296,111824,223648,167736,167736
1134,501723,125431,250861,188146,188146
1135,606116,151529,303058,227293,227293
1136,657290,164323,328645,246484,246484
1137,794880,198720,397440,298080,298080
1138,854928,213732,427464,320598,320598
1139,742149,185537,371074,278306,278306
1140,823651,205913,411826,308869,308869
1141,818988,204747,409494,307120,307120
1142,928654,232164,464327,348245,348245
1143,883625,220906,441813,331359,331359
1144,829762,207441,414881,311161,311161
1145,723561,180890,361780,271335,271335
1146,667354,166838,333677,250258,250258
1147,727339,181835,363670,272752,272752
1148,676279,169070,338139,253605,253605
1149,555014,138753,277507,208130,208130
1150,525745,131436,262873,197154,197154
1151,452133,113033,226067,169550,169550
1152,447807,111952,223904,167928,167928
1153,418188,104547,209094,156821,156821
1154,445630,111407,222815,167111,167111
1155,413330,103333,206665,154999,154999
1156,413667,103417,206833,155125,155125
1157,468634,117158,234317,175738,175738
1158,481546,120387,240773,180580,180580
1159,630429,157607,315215,236411,236411
1160,690141,172535,345070,258803,258803
1161,776368,194092,388184,291138,291138
1162,755657,188914,377829,283371,283371
1163,723482,180870,361741,271306,271306
